"[2, 4, 6, 1, 6, 6, 6, 2, 4, 4, 7, 7, 7, 1, 2, 1, 3, 7, 2, 6, 6, 6, 3, 3, 1, 6, 7, 5]",34.5284729,33.92991257
"[5, 3, 0, 2, 0, 0, 0, 3, 1, 7, 4, 4, 1, 6, 0, 3, 7, 3, 2, 0, 0, 3, 3, 0, 3, 2, 5, 0]",34.437603,33.89976883
"[1, 5, 5, 6, 3, 6, 1, 6, 4, 7, 1, 6, 3, 1, 7, 2, 7, 4, 4, 6, 7, 3, 6, 4, 1, 7, 5, 4]",34.07915878,33.91399384
"[0, 5, 2, 2, 4, 5, 2, 7, 2, 3, 1, 3, 3, 6, 4, 3, 7, 1, 6, 2, 1, 3, 1, 3, 7, 3, 2, 5]",29.00187492,23.5526123
"[2, 7, 3, 5, 3, 0, 4, 7, 1, 2, 6, 0, 3, 0, 3, 7, 0, 7, 2, 3, 0, 2, 0, 6, 4, 7, 7, 3]",35.63321304,34.73875809
"[3, 4, 2, 2, 6, 6, 4, 2, 0, 7, 1, 2, 3, 2, 1, 1, 0, 0, 3, 7, 6, 4, 0, 6, 2, 6, 5, 1]",34.48801804,33.33466721
"[2, 7, 5, 7, 2, 1, 7, 7, 7, 1, 3, 4, 4, 4, 4, 4, 3, 3, 3, 0, 3, 4, 4, 3, 1, 7, 1, 3]",33.82984924,33.36248016
"[1, 2, 1, 1, 5, 5, 1, 5, 2, 7, 4, 4, 2, 2, 0, 4, 2, 4, 6, 7, 1, 3, 2, 7, 1, 5, 1, 0]",33.49264526,33.62792587
"[6, 6, 2, 5, 4, 2, 7, 0, 0, 7, 1, 3, 5, 2, 5, 1, 0, 0, 5, 0, 3, 1, 6, 5, 1, 0, 7, 2]",34.38300705,33.32942963
"[0, 6, 1, 5, 7, 2, 6, 7, 3, 4, 1, 4, 6, 6, 2, 4, 0, 3, 3, 0, 0, 4, 2, 3, 2, 2, 5, 7]",35.11836243,34.62231445
"[4, 1, 3, 2, 7, 5, 4, 1, 7, 7, 3, 7, 7, 6, 2, 7, 3, 2, 2, 0, 2, 4, 4, 5, 1, 7, 6, 5]",34.5943718,34.02031708
"[0, 2, 0, 7, 0, 0, 5, 0, 3, 2, 6, 4, 7, 3, 7, 5, 5, 1, 7, 4, 6, 4, 2, 1, 7, 4, 2, 0]",34.04305649,33.54202652
"[0, 6, 6, 0, 1, 3, 1, 3, 7, 0, 1, 0, 6, 0, 5, 6, 0, 6, 6, 6, 0, 3, 3, 2, 0, 1, 4, 7]",34.57127762,33.93702316
"[1, 2, 6, 3, 3, 3, 5, 1, 5, 3, 3, 0, 4, 0, 4, 4, 0, 0, 4, 6, 3, 0, 4, 6, 4, 2, 5, 4]",35.04193115,32.89066315
"[4, 7, 7, 5, 4, 2, 5, 1, 5, 0, 4, 6, 6, 4, 3, 7, 0, 1, 1, 5, 6, 4, 6, 6, 3, 7, 3, 7]",34.30815887,33.4777565
"[5, 0, 7, 7, 1, 6, 3, 3, 0, 4, 2, 3, 1, 4, 1, 4, 2, 5, 6, 4, 2, 6, 5, 2, 7, 5, 6, 6]",33.11289215,33.1312294
"[4, 5, 4, 4, 3, 5, 5, 5, 5, 7, 6, 3, 5, 1, 3, 0, 6, 2, 5, 2, 0, 5, 3, 4, 7, 7, 2, 7]",34.9794426,34.07591629
"[0, 1, 2, 2, 0, 3, 7, 6, 0, 2, 2, 3, 0, 5, 0, 1, 5, 0, 2, 2, 4, 3, 0, 3, 7, 2, 0, 5]",33.36291504,33.09137344
"[6, 5, 7, 2, 2, 7, 1, 1, 5, 6, 6, 5, 6, 5, 6, 4, 3, 3, 1, 2, 2, 5, 4, 5, 4, 3, 0, 2]",inf,31.28623772
"[5, 5, 6, 5, 0, 7, 1, 5, 5, 2, 4, 0, 5, 4, 0, 0, 2, 2, 7, 2, 4, 1, 0, 3, 0, 1, 0, 5]",34.74312592,34.30974579
"[3, 3, 5, 0, 4, 1, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 4, 5, 7, 2, 0, 6, 3, 1, 1, 6]",34.99358749,34.37867737
"[5, 7, 1, 2, 4, 5, 7, 1, 2, 3, 1, 4, 1, 4, 0, 2, 1, 5, 0, 7, 0, 4, 2, 1, 6, 0, 7, 7]",29.49800301,29.36527443
"[7, 1, 3, 5, 4, 2, 1, 4, 1, 7, 5, 7, 1, 4, 0, 4, 3, 1, 7, 7, 7, 6, 0, 0, 4, 7, 0, 3]",35.17421722,29.37478447
"[6, 3, 3, 4, 7, 4, 6, 1, 0, 3, 1, 3, 5, 3, 1, 2, 2, 1, 4, 7, 7, 5, 5, 6, 1, 1, 2, 6]",34.44556808,33.83097839
"[6, 2, 6, 7, 1, 7, 0, 2, 7, 4, 2, 4, 1, 3, 1, 3, 4, 4, 1, 6, 0, 2, 5, 7, 3, 3, 0, 1]",33.06750107,33.18835068
"[1, 5, 2, 6, 6, 7, 7, 1, 2, 6, 2, 4, 0, 4, 7, 1, 3, 1, 4, 1, 3, 7, 6, 6, 5, 4, 2, 6]",33.03105545,32.99969864
"[7, 7, 7, 3, 0, 6, 2, 0, 2, 2, 1, 7, 0, 4, 1, 4, 3, 3, 7, 2, 2, 3, 1, 1, 2, 1, 2, 0]",inf,28.53346634
"[5, 5, 2, 5, 3, 7, 2, 0, 6, 7, 1, 6, 4, 3, 2, 2, 5, 6, 7, 0, 4, 7, 1, 5, 1, 3, 6, 6]",inf,32.92133713
"[1, 5, 3, 6, 5, 3, 6, 3, 3, 5, 5, 0, 0, 4, 1, 3, 2, 6, 5, 5, 7, 7, 1, 2, 0, 2, 7, 0]",12.04910946,12.36294174
"[1, 0, 4, 5, 0, 4, 2, 2, 7, 1, 4, 7, 7, 0, 7, 5, 0, 6, 3, 3, 5, 0, 6, 4, 1, 0, 0, 1]",34.70970917,33.37540054
"[0, 3, 5, 1, 7, 2, 6, 7, 6, 6, 4, 4, 5, 2, 3, 7, 4, 3, 1, 0, 7, 4, 5, 3, 4, 1, 2, 7]",34.16539383,33.47995758
"[1, 4, 0, 7, 4, 3, 7, 4, 7, 6, 4, 7, 2, 4, 1, 4, 0, 6, 2, 2, 2, 7, 4, 1, 5, 2, 5, 7]",29.83521843,29.80312538
"[0, 2, 4, 6, 0, 4, 3, 2, 3, 3, 1, 4, 7, 7, 5, 4, 1, 1, 0, 0, 2, 2, 6, 0, 4, 2, 1, 6]",34.41840363,31.91622734
"[2, 6, 5, 5, 2, 6, 6, 6, 1, 2, 5, 1, 4, 4, 1, 6, 7, 0, 5, 6, 5, 0, 1, 7, 3, 7, 5, 3]",inf,34.39839554
"[1, 7, 3, 7, 0, 1, 7, 7, 4, 3, 2, 6, 6, 3, 5, 4, 6, 2, 4, 4, 1, 7, 2, 3, 6, 4, 5, 1]",34.60296249,33.86876297
"[4, 4, 0, 7, 2, 2, 1, 5, 1, 6, 1, 5, 4, 2, 3, 4, 2, 4, 3, 4, 5, 5, 7, 3, 6, 4, 6, 7]",33.77682877,33.38740158
"[2, 2, 4, 6, 3, 2, 2, 0, 6, 5, 2, 4, 3, 0, 4, 0, 2, 2, 3, 0, 3, 0, 4, 4, 3, 5, 4, 5]",30.03652,28.24464989
"[3, 3, 3, 3, 7, 6, 7, 2, 0, 4, 7, 6, 2, 1, 4, 6, 4, 4, 3, 7, 1, 0, 2, 6, 5, 7, 6, 4]",34.44338989,33.24004745
"[2, 7, 1, 0, 3, 2, 1, 5, 3, 4, 4, 4, 2, 1, 1, 6, 3, 3, 2, 1, 7, 6, 4, 7, 6, 0, 6, 6]",33.87097931,33.57541275
"[1, 0, 0, 2, 5, 0, 2, 0, 5, 3, 2, 2, 6, 4, 3, 0, 3, 5, 0, 4, 3, 6, 2, 5, 1, 0, 5, 0]",34.04027939,33.95100784
"[5, 7, 2, 2, 3, 6, 4, 1, 0, 4, 4, 1, 0, 7, 5, 3, 5, 7, 6, 7, 6, 0, 6, 7, 6, 5, 5, 2]",34.96660995,30.43902206
"[7, 5, 5, 1, 6, 6, 5, 4, 3, 7, 0, 3, 4, 1, 2, 6, 1, 0, 5, 0, 3, 0, 1, 3, 3, 1, 4, 7]",34.22001266,33.12109756
"[2, 1, 2, 3, 3, 6, 6, 5, 6, 7, 6, 0, 2, 4, 4, 6, 6, 0, 0, 4, 3, 6, 1, 3, 2, 7, 7, 4]",33.69724274,26.90393257
"[3, 0, 7, 1, 4, 5, 1, 2, 2, 7, 4, 7, 1, 5, 0, 0, 3, 6, 4, 0, 3, 7, 4, 5, 3, 6, 0, 7]",34.50395966,34.31846619
"[5, 5, 7, 7, 3, 7, 2, 0, 6, 3, 4, 2, 3, 6, 6, 3, 6, 6, 2, 1, 7, 3, 3, 7, 1, 5, 7, 1]",28.39758682,27.64664268
"[4, 2, 5, 0, 0, 0, 5, 1, 0, 7, 7, 6, 7, 4, 2, 1, 4, 6, 5, 0, 3, 1, 4, 2, 1, 2, 4, 7]",33.88092041,33.12708282
"[5, 0, 2, 2, 1, 6, 3, 4, 3, 2, 0, 5, 5, 4, 4, 6, 4, 6, 2, 5, 1, 2, 6, 7, 4, 4, 2, 3]",28.57329941,28.03484726
"[3, 0, 4, 5, 7, 5, 2, 4, 1, 0, 4, 2, 2, 1, 5, 6, 5, 5, 1, 1, 1, 1, 2, 0, 6, 4, 4, 6]",34.92864227,34.33145523
"[4, 5, 5, 0, 3, 5, 4, 5, 2, 3, 6, 2, 1, 3, 6, 7, 7, 1, 6, 1, 4, 7, 7, 7, 2, 3, 6, 6]",33.66143417,33.51438904
"[7, 3, 5, 0, 3, 7, 0, 0, 6, 6, 3, 7, 0, 7, 1, 7, 6, 4, 4, 2, 4, 2, 3, 1, 3, 5, 7, 6]",34.75701141,33.58658218
"[3, 3, 3, 3, 5, 5, 5, 5, 1, 1, 3, 2, 3, 4, 0, 0, 4, 5, 2, 1, 1, 3, 3, 3, 2, 2, 7, 0]",28.24678612,27.42720413
"[5, 7, 6, 7, 4, 3, 4, 3, 1, 3, 2, 0, 5, 3, 6, 2, 6, 5, 7, 7, 5, 6, 2, 0, 1, 1, 5, 5]",34.59386063,33.73767853
"[6, 4, 0, 4, 0, 3, 2, 2, 6, 2, 6, 5, 4, 0, 4, 2, 2, 0, 1, 5, 0, 7, 7, 5, 1, 6, 3, 4]",34.98411179,34.73684692
"[0, 2, 0, 6, 1, 5, 7, 2, 0, 7, 3, 7, 1, 6, 5, 4, 0, 5, 3, 7, 6, 4, 3, 5, 3, 2, 0, 0]",34.41217422,34.02883911
"[5, 2, 7, 7, 5, 0, 4, 2, 4, 3, 7, 2, 2, 5, 2, 7, 5, 6, 2, 2, 7, 2, 6, 5, 7, 0, 1, 5]",29.71686554,25.66591835
"[5, 1, 1, 5, 3, 4, 1, 1, 3, 1, 4, 3, 0, 4, 4, 6, 1, 0, 7, 5, 3, 4, 2, 0, 3, 0, 2, 5]",34.10198593,33.55310822
"[1, 3, 2, 2, 5, 6, 4, 5, 6, 2, 2, 2, 4, 4, 5, 5, 7, 2, 3, 0, 7, 4, 5, 2, 4, 6, 2, 2]",35.1538353,34.50150681
"[1, 7, 5, 5, 7, 6, 3, 6, 4, 0, 0, 0, 5, 7, 6, 7, 6, 6, 1, 1, 2, 0, 4, 2, 4, 1, 2, 4]",35.48672867,34.56945038
"[4, 1, 6, 0, 5, 3, 2, 7, 2, 1, 5, 4, 7, 5, 2, 6, 3, 1, 7, 2, 3, 5, 3, 3, 2, 6, 5, 1]",29.41762924,28.92982292
"[1, 2, 6, 2, 1, 2, 7, 6, 6, 0, 7, 3, 6, 4, 1, 7, 1, 2, 5, 0, 7, 1, 7, 7, 3, 5, 0, 5]",34.29994583,33.9246521
"[0, 5, 4, 7, 6, 2, 3, 1, 7, 2, 6, 0, 0, 1, 4, 1, 5, 3, 1, 1, 5, 0, 0, 0, 1, 5, 4, 2]",34.15991974,33.69424057
"[4, 6, 6, 2, 4, 4, 3, 5, 1, 2, 6, 2, 3, 1, 1, 7, 5, 3, 3, 4, 4, 3, 6, 3, 6, 2, 6, 4]",29.06308746,29.203022
"[0, 0, 2, 4, 6, 2, 6, 5, 6, 4, 2, 0, 0, 4, 7, 7, 4, 2, 2, 4, 6, 6, 7, 7, 7, 4, 7, 2]",33.14533615,25.95028496
"[1, 3, 0, 2, 7, 3, 0, 1, 3, 6, 3, 5, 1, 5, 3, 0, 2, 7, 5, 4, 5, 0, 5, 0, 4, 2, 4, 4]",34.57420731,33.33780289
"[4, 6, 5, 1, 2, 7, 0, 2, 4, 6, 7, 2, 6, 5, 2, 4, 0, 0, 7, 6, 4, 2, 2, 1, 2, 7, 2, 7]",34.59150696,32.7086792
"[1, 3, 0, 6, 3, 1, 0, 4, 7, 2, 3, 5, 1, 1, 4, 3, 4, 6, 2, 5, 4, 5, 4, 0, 6, 2, 6, 1]",33.40526581,33.06072235
"[5, 4, 7, 1, 0, 1, 3, 0, 4, 6, 0, 5, 2, 3, 4, 5, 2, 2, 2, 3, 5, 5, 3, 5, 0, 3, 5, 6]",34.18709183,33.39665222
"[5, 0, 2, 0, 7, 4, 1, 3, 5, 5, 2, 2, 2, 7, 5, 3, 5, 0, 7, 3, 1, 6, 6, 6, 5, 0, 2, 4]",34.42612076,30.49699974
"[2, 5, 1, 3, 5, 6, 0, 3, 3, 2, 1, 4, 5, 0, 1, 1, 0, 4, 2, 0, 1, 6, 1, 3, 7, 4, 3, 6]",34.45768738,34.03227615
"[0, 1, 3, 5, 4, 3, 3, 3, 3, 5, 4, 5, 7, 2, 0, 7, 1, 5, 6, 6, 4, 5, 7, 2, 4, 6, 1, 3]",34.02137756,32.99955368
"[1, 2, 4, 1, 0, 6, 6, 5, 6, 6, 4, 5, 4, 1, 6, 2, 6, 7, 6, 4, 1, 1, 7, 7, 3, 4, 3, 7]",33.00909424,33.01412201
"[4, 1, 0, 7, 2, 3, 2, 6, 4, 2, 6, 3, 7, 6, 7, 2, 7, 5, 2, 5, 4, 2, 6, 0, 5, 1, 6, 6]",29.69105148,28.38785172
"[5, 5, 2, 2, 6, 0, 2, 1, 6, 3, 5, 6, 1, 3, 4, 3, 4, 5, 6, 6, 2, 7, 7, 4, 5, 4, 2, 2]",33.50243378,31.88226128
"[3, 0, 1, 4, 1, 3, 3, 2, 5, 7, 6, 3, 4, 2, 0, 5, 2, 6, 4, 4, 2, 7, 6, 1, 3, 7, 0, 0]",34.78326035,34.45055389
"[6, 2, 5, 3, 0, 6, 4, 6, 7, 6, 7, 1, 7, 1, 0, 7, 0, 5, 5, 6, 3, 5, 3, 7, 2, 4, 7, 4]",35.09291458,34.68645096
"[6, 4, 1, 3, 1, 1, 7, 5, 3, 2, 6, 1, 4, 4, 4, 1, 6, 5, 1, 7, 7, 5, 4, 1, 1, 2, 6, 6]",32.51026917,33.78310776
"[5, 5, 3, 7, 1, 4, 6, 0, 0, 0, 6, 1, 0, 0, 7, 0, 6, 2, 7, 5, 0, 6, 1, 7, 6, 5, 1, 7]",33.07202148,22.2541256
"[0, 1, 0, 6, 3, 0, 2, 4, 2, 4, 0, 3, 1, 2, 6, 2, 3, 2, 5, 7, 7, 7, 3, 6, 1, 4, 4, 5]",34.31794739,33.51147461
"[2, 7, 7, 1, 5, 1, 6, 7, 2, 1, 1, 1, 5, 2, 3, 0, 3, 5, 5, 1, 6, 4, 1, 5, 4, 4, 3, 2]",30.25513077,29.73915672
"[6, 7, 4, 2, 5, 1, 2, 7, 7, 0, 4, 2, 6, 0, 5, 5, 3, 4, 4, 2, 3, 1, 2, 2, 0, 2, 0, 3]",34.48971558,34.11354065
"[6, 7, 6, 2, 1, 3, 3, 2, 5, 5, 0, 2, 4, 4, 6, 1, 4, 3, 4, 3, 0, 6, 2, 4, 1, 5, 3, 2]",34.4838295,33.7150116
"[7, 3, 5, 0, 3, 7, 0, 0, 6, 6, 3, 7, 0, 7, 1, 7, 6, 4, 4, 2, 4, 2, 3, 1, 3, 5, 7, 6]",34.9738121,34.60952759
"[3, 3, 3, 3, 5, 5, 5, 5, 1, 1, 3, 2, 3, 4, 0, 0, 4, 5, 2, 1, 1, 3, 3, 3, 2, 2, 7, 0]",29.35663033,26.18968201
"[5, 7, 6, 7, 4, 3, 4, 3, 1, 3, 2, 0, 5, 3, 6, 2, 6, 5, 7, 7, 5, 6, 2, 0, 1, 1, 5, 5]",34.95030975,34.67691422
"[6, 4, 0, 4, 0, 3, 2, 2, 6, 2, 6, 5, 4, 0, 4, 2, 2, 0, 1, 5, 0, 7, 7, 5, 1, 6, 3, 4]",35.1874733,34.69486237
"[0, 2, 0, 6, 1, 5, 7, 2, 0, 7, 3, 7, 1, 6, 5, 4, 0, 5, 3, 7, 6, 4, 3, 5, 3, 2, 0, 0]",34.11472321,33.71072006
"[5, 2, 7, 7, 5, 0, 4, 2, 4, 3, 7, 2, 2, 5, 2, 7, 5, 6, 2, 2, 7, 2, 6, 5, 7, 0, 1, 5]",29.88768005,28.94129181
"[5, 1, 1, 5, 3, 4, 1, 1, 3, 1, 4, 3, 0, 4, 4, 6, 1, 0, 7, 5, 3, 4, 2, 0, 3, 0, 2, 5]",34.72970581,34.48945618
"[1, 3, 2, 2, 5, 6, 4, 5, 6, 2, 2, 2, 4, 4, 5, 5, 7, 2, 3, 0, 7, 4, 5, 2, 4, 6, 2, 2]",35.28810501,35.03892136
"[1, 7, 5, 5, 7, 6, 3, 6, 4, 0, 0, 0, 5, 7, 6, 7, 6, 6, 1, 1, 2, 0, 4, 2, 4, 1, 2, 4]",35.82791138,35.02891541
"[4, 1, 6, 0, 5, 3, 2, 7, 2, 1, 5, 4, 7, 5, 2, 6, 3, 1, 7, 2, 3, 5, 3, 3, 2, 6, 5, 1]",29.40926933,28.67978859
"[1, 2, 6, 2, 1, 2, 7, 6, 6, 0, 7, 3, 6, 4, 1, 7, 1, 2, 5, 0, 7, 1, 7, 7, 3, 5, 0, 5]",34.44512939,32.36154175
"[0, 5, 4, 7, 6, 2, 3, 1, 7, 2, 6, 0, 0, 1, 4, 1, 5, 3, 1, 1, 5, 0, 0, 0, 1, 5, 4, 2]",31.43912506,30.57501793
"[4, 6, 6, 2, 4, 4, 3, 5, 1, 2, 6, 2, 3, 1, 1, 7, 5, 3, 3, 4, 4, 3, 6, 3, 6, 2, 6, 4]",12.06627846,12.24755859
"[0, 0, 2, 4, 6, 2, 6, 5, 6, 4, 2, 0, 0, 4, 7, 7, 4, 2, 2, 4, 6, 6, 7, 7, 7, 4, 7, 2]",32.20306778,24.35506821
"[1, 3, 0, 2, 7, 3, 0, 1, 3, 6, 3, 5, 1, 5, 3, 0, 2, 7, 5, 4, 5, 0, 5, 0, 4, 2, 4, 4]",35.09066391,34.08781052
"[4, 6, 5, 1, 2, 7, 0, 2, 4, 6, 7, 2, 6, 5, 2, 4, 0, 0, 7, 6, 4, 2, 2, 1, 2, 7, 2, 7]",34.51808167,33.95476913
"[1, 3, 0, 6, 3, 1, 0, 4, 7, 2, 3, 5, 1, 1, 4, 3, 4, 6, 2, 5, 4, 5, 4, 0, 6, 2, 6, 1]",33.85775375,31.99170685
"[5, 4, 7, 1, 0, 1, 3, 0, 4, 6, 0, 5, 2, 3, 4, 5, 2, 2, 2, 3, 5, 5, 3, 5, 0, 3, 5, 6]",34.76406479,33.93093491
"[5, 0, 2, 0, 7, 4, 1, 3, 5, 5, 2, 2, 2, 7, 5, 3, 5, 0, 7, 3, 1, 6, 6, 6, 5, 0, 2, 4]",34.64111328,33.93667984
"[2, 5, 1, 3, 5, 6, 0, 3, 3, 2, 1, 4, 5, 0, 1, 1, 0, 4, 2, 0, 1, 6, 1, 3, 7, 4, 3, 6]",34.52163315,33.63358307
"[0, 1, 3, 5, 4, 3, 3, 3, 3, 5, 4, 5, 7, 2, 0, 7, 1, 5, 6, 6, 4, 5, 7, 2, 4, 6, 1, 3]",29.81140137,28.92619896
"[1, 2, 4, 1, 0, 6, 6, 5, 6, 6, 4, 5, 4, 1, 6, 2, 6, 7, 6, 4, 1, 1, 7, 7, 3, 4, 3, 7]",29.2312851,29.32356071
"[4, 1, 0, 7, 2, 3, 2, 6, 4, 2, 6, 3, 7, 6, 7, 2, 7, 5, 2, 5, 4, 2, 6, 0, 5, 1, 6, 6]",29.52388,28.69254303
"[5, 5, 2, 2, 6, 0, 2, 1, 6, 3, 5, 6, 1, 3, 4, 3, 4, 5, 6, 6, 2, 7, 7, 4, 5, 4, 2, 2]",29.75488663,28.04734421
"[3, 0, 1, 4, 1, 3, 3, 2, 5, 7, 6, 3, 4, 2, 0, 5, 2, 6, 4, 4, 2, 7, 6, 1, 3, 7, 0, 0]",34.78857422,33.53064346
"[6, 2, 5, 3, 0, 6, 4, 6, 7, 6, 7, 1, 7, 1, 0, 7, 0, 5, 5, 6, 3, 5, 3, 7, 2, 4, 7, 4]",inf,34.12666702
"[6, 4, 1, 3, 1, 1, 7, 5, 3, 2, 6, 1, 4, 4, 4, 1, 6, 5, 1, 7, 7, 5, 4, 1, 1, 2, 6, 6]",34.64080429,34.19005585
"[5, 5, 3, 7, 1, 4, 6, 0, 0, 0, 6, 1, 0, 0, 7, 0, 6, 2, 7, 5, 0, 6, 1, 7, 6, 5, 1, 7]",29.71425056,30.01639557
"[0, 1, 0, 6, 3, 0, 2, 4, 2, 4, 0, 3, 1, 2, 6, 2, 3, 2, 5, 7, 7, 7, 3, 6, 1, 4, 4, 5]",34.56940842,34.00323486
"[2, 7, 7, 1, 5, 1, 6, 7, 2, 1, 1, 1, 5, 2, 3, 0, 3, 5, 5, 1, 6, 4, 1, 5, 4, 4, 3, 2]",34.32865906,33.88328552
"[6, 7, 4, 2, 5, 1, 2, 7, 7, 0, 4, 2, 6, 0, 5, 5, 3, 4, 4, 2, 3, 1, 2, 2, 0, 2, 0, 3]",34.88775253,29.28183556
"[6, 7, 6, 2, 1, 3, 3, 2, 5, 5, 0, 2, 4, 4, 6, 1, 4, 3, 4, 3, 0, 6, 2, 4, 1, 5, 3, 2]",34.16009521,32.67156219
"[1, 6, 4, 0, 5, 4, 4, 2, 3, 3, 4, 3, 6, 1, 4, 0, 1, 4, 6, 2, 1, 4, 6, 1, 0, 1, 3, 6]",34.05262756,33.29601669
"[1, 3, 4, 0, 6, 6, 1, 5, 1, 7, 6, 0, 0, 3, 6, 2, 4, 3, 0, 6, 7, 3, 7, 0, 4, 3, 1, 6]",32.98400879,27.37008286
"[3, 3, 5, 7, 2, 4, 0, 3, 3, 2, 4, 3, 4, 7, 5, 2, 3, 3, 5, 3, 7, 2, 1, 1, 7, 1, 0, 2]",33.86156082,33.89291
"[6, 6, 4, 0, 4, 4, 0, 5, 6, 1, 4, 2, 7, 0, 3, 1, 2, 7, 5, 6, 0, 1, 0, 0, 1, 2, 5, 7]",34.0661087,32.92976761
"[5, 4, 7, 0, 2, 0, 4, 2, 6, 1, 5, 6, 1, 3, 6, 6, 2, 0, 7, 1, 0, 4, 1, 4, 0, 4, 7, 5]",34.77344131,34.36434174
"[6, 0, 1, 5, 6, 6, 5, 5, 0, 5, 5, 7, 4, 2, 3, 4, 7, 3, 5, 4, 3, 7, 7, 2, 3, 2, 3, 7]",35.05703735,33.44655991
"[7, 1, 7, 6, 3, 3, 5, 1, 7, 7, 5, 4, 7, 2, 4, 2, 0, 2, 2, 6, 6, 1, 3, 7, 0, 4, 7, 4]",29.71220589,28.90462112
"[6, 0, 6, 5, 6, 0, 6, 7, 1, 5, 0, 1, 1, 0, 6, 6, 2, 4, 4, 2, 2, 7, 6, 6, 7, 2, 1, 0]",35.12847137,34.71745682
"[7, 0, 5, 7, 3, 5, 3, 0, 7, 3, 5, 0, 7, 7, 0, 1, 0, 1, 4, 5, 7, 5, 2, 7, 4, 1, 6, 5]",33.04676056,33.12437057
"[0, 6, 4, 1, 0, 6, 1, 5, 2, 7, 6, 1, 2, 7, 2, 0, 6, 0, 0, 5, 1, 1, 6, 2, 0, 3, 7, 7]",34.771595,34.25862885
"[7, 7, 1, 1, 1, 3, 6, 1, 0, 5, 5, 4, 0, 2, 7, 2, 3, 7, 2, 2, 0, 1, 6, 7, 1, 3, 1, 0]",34.3443718,33.03220749
"[3, 5, 7, 6, 1, 7, 6, 6, 0, 2, 5, 1, 6, 7, 6, 7, 5, 1, 5, 7, 3, 1, 0, 2, 3, 2, 5, 4]",34.02991867,33.22052765
"[1, 4, 2, 7, 6, 1, 6, 7, 1, 0, 6, 1, 5, 5, 7, 0, 0, 3, 4, 5, 1, 5, 4, 0, 3, 4, 6, 3]",33.66424942,33.88160706
"[5, 0, 3, 4, 7, 6, 4, 1, 4, 3, 7, 5, 0, 3, 0, 5, 5, 4, 1, 6, 1, 3, 3, 6, 6, 6, 5, 4]",35.25944519,34.7339325
"[2, 0, 0, 3, 4, 4, 5, 0, 0, 4, 5, 3, 2, 6, 4, 4, 1, 5, 5, 1, 3, 1, 5, 6, 3, 5, 7, 1]",34.59615326,33.62718201
"[6, 1, 4, 6, 5, 5, 1, 0, 3, 4, 6, 0, 2, 2, 1, 3, 6, 6, 5, 2, 1, 6, 4, 6, 7, 6, 6, 7]",34.70740128,35.09112549
"[2, 4, 2, 2, 7, 5, 7, 5, 2, 6, 5, 0, 7, 5, 1, 1, 2, 3, 6, 4, 3, 5, 2, 2, 7, 7, 3, 2]",28.97483444,27.95747948
"[2, 1, 0, 2, 6, 1, 2, 6, 3, 2, 7, 6, 3, 7, 7, 1, 7, 3, 1, 7, 4, 1, 1, 3, 3, 4, 1, 2]",36.02765274,33.89809799
"[6, 6, 2, 4, 4, 4, 1, 1, 7, 0, 1, 1, 5, 0, 2, 2, 3, 2, 2, 2, 3, 4, 6, 6, 0, 0, 2, 2]",34.12694931,34.26244354
"[2, 5, 5, 0, 0, 5, 0, 4, 4, 6, 2, 7, 0, 4, 5, 4, 1, 6, 6, 5, 3, 0, 7, 1, 6, 6, 6, 0]",34.72877121,31.66066551
"[3, 0, 5, 4, 2, 6, 2, 6, 3, 7, 2, 4, 4, 7, 7, 2, 6, 2, 1, 2, 7, 7, 5, 4, 0, 4, 5, 4]",35.02481842,34.80924988
"[2, 4, 4, 7, 3, 5, 0, 3, 5, 1, 2, 2, 2, 1, 7, 2, 2, 1, 0, 5, 0, 0, 0, 7, 6, 1, 6, 7]",32.86943054,30.5255909
"[4, 6, 3, 7, 5, 0, 7, 0, 1, 1, 4, 2, 4, 0, 4, 7, 0, 3, 6, 1, 5, 1, 7, 3, 2, 5, 3, 2]",33.400383,32.28647995
"[1, 4, 2, 3, 2, 3, 3, 3, 2, 1, 0, 5, 6, 2, 6, 6, 4, 4, 4, 5, 2, 6, 6, 0, 0, 4, 1, 3]",29.29028893,28.00058365
"[4, 0, 5, 2, 2, 6, 0, 0, 0, 6, 6, 0, 7, 6, 7, 0, 4, 1, 3, 1, 7, 5, 4, 3, 7, 4, 5, 5]",33.51231003,33.25314331
"[5, 7, 1, 7, 7, 7, 1, 5, 3, 6, 4, 1, 7, 1, 6, 0, 5, 2, 1, 3, 5, 1, 4, 1, 1, 6, 6, 0]",34.39554596,31.81783867
"[0, 3, 4, 0, 2, 0, 3, 1, 3, 7, 1, 3, 1, 5, 4, 0, 3, 1, 2, 0, 7, 6, 1, 5, 0, 7, 1, 5]",33.95566177,29.12580299
"[3, 3, 1, 4, 7, 2, 3, 1, 1, 3, 1, 0, 3, 7, 4, 7, 2, 3, 2, 5, 1, 0, 0, 0, 5, 1, 3, 3]",33.91269684,33.22207642
"[2, 4, 6, 4, 7, 6, 2, 4, 7, 6, 2, 6, 7, 6, 3, 7, 1, 6, 4, 7, 6, 0, 7, 3, 7, 2, 3, 7]",34.48907089,33.60746002
"[0, 0, 5, 4, 1, 1, 5, 7, 2, 6, 4, 3, 0, 2, 3, 2, 4, 3, 5, 1, 6, 5, 7, 3, 7, 6, 0, 5]",34.28017044,33.71390533
